"","elev_zone","layer","date","lst"
"613","301-400",1,"2014_09_22",30.1359565
"614","301-400",1,"2014_09_30",29.1428913
"615","301-400",1,"2014_10_08",30.6827609
"616","301-400",1,"2014_10_16",28.4126957
"617","301-400",1,"2014_10_24",27.9923696
"618","301-400",1,"2014_11_01",28.5470435
"619","301-400",1,"2014_11_09",26.8682391
"620","301-400",1,"2014_11_17",24.0156957
"621","301-400",1,"2014_11_25",25.1281087
"622","301-400",1,"2014_12_03",23.2592826
"623","301-400",1,"2014_12_11",19.1484565
"624","301-400",1,"2014_12_19",17.2566739
"625","301-400",1,"2014_12_27",17.393587
"626","301-400",1,"2015_01_01",17.4330217
"627","301-400",1,"2015_01_09",17.4459783
"628","301-400",1,"2015_01_17",17.0785435
"629","301-400",1,"2015_01_25",18.5570652
"630","301-400",1,"2015_02_02",18.3396957
"631","301-400",1,"2015_02_10",21.3766304
"632","301-400",1,"2015_02_18",23.8824565
"633","301-400",1,"2015_02_26",19.2257826
"634","301-400",1,"2015_03_06",20.1878696
"635","301-400",1,"2015_03_14",26.0375652
"636","301-400",1,"2015_03_22",29.3466304
"637","301-400",1,"2015_03_30",26.3216739
"638","301-400",1,"2015_04_07",30.8968043
"639","301-400",1,"2015_04_15",30.2222609
"640","301-400",1,"2015_04_23",33.4910652
"641","301-400",1,"2015_05_01",36.4364348
"642","301-400",1,"2015_05_09",37.5586522
"643","301-400",1,"2015_05_17",40.2015217
"644","301-400",1,"2015_05_25",40.5260217
"645","301-400",1,"2015_06_02",37.8517826
"646","301-400",1,"2015_06_10",38.3607174
"647","301-400",1,"2015_06_18",35.9267609
"648","301-400",1,"2015_06_26",35.3930652
"649","301-400",1,"2015_07_12",31.4156075
"650","301-400",1,"2015_07_20",31.7848913
"651","301-400",1,"2015_07_28",30.0833478
"652","301-400",1,"2015_08_05",NA
"653","301-400",1,"2015_08_13",28.2840996
"654","301-400",1,"2015_08_21",29.1116522
"655","301-400",1,"2015_08_29",29.605
"656","301-400",1,"2015_09_06",32.4937609
"657","301-400",1,"2015_09_14",30.038
"658","301-400",1,"2015_09_22",28.8863696
"659","301-400",1,"2015_09_30",31.6428043
"660","301-400",1,"2015_10_08",29.7242391
"661","301-400",1,"2015_10_16",29.5072391
"662","301-400",1,"2015_10_24",26.7315435
"663","301-400",1,"2015_11_01",27.0337826
"664","301-400",1,"2015_11_09",26.1834348
"665","301-400",1,"2015_11_17",26.0595435
"666","301-400",1,"2015_11_25",24.0920435
"667","301-400",1,"2015_12_03",23.1069783
"668","301-400",1,"2015_12_11",18.997413
"669","301-400",1,"2015_12_19",18.5948043
"670","301-400",1,"2015_12_27",20.7443478
"671","301-400",1,"2016_01_01",20.937587
"672","301-400",1,"2016_01_09",20.457413
"673","301-400",1,"2016_01_17",16.6996522
"674","301-400",1,"2016_01_25",19.0553913
"675","301-400",1,"2016_02_02",22.1843478
"676","301-400",1,"2016_02_10",23.7907391
"677","301-400",1,"2016_02_18",28.6118043
"678","301-400",1,"2016_02_26",27.1948696
"679","301-400",1,"2016_03_05",26.9774783
"680","301-400",1,"2016_03_13",26.362087
"681","301-400",1,"2016_03_21",28.7373913
"682","301-400",1,"2016_03_29",32.9504348
"683","301-400",1,"2016_04_06",34.2166957
"684","301-400",1,"2016_04_14",38.9196304
"685","301-400",1,"2016_04_22",40.1041304
"686","301-400",1,"2016_04_30",40.828
"687","301-400",1,"2016_05_08",36.7480435
"688","301-400",1,"2016_05_16",39.6776087
"689","301-400",1,"2016_05_24",35.4937609
"690","301-400",1,"2016_06_01",37.897087
"691","301-400",1,"2016_06_09",35.353
"692","301-400",1,"2016_06_17",29.5723696
"693","301-400",1,"2016_06_25",32.6648913
"694","301-400",1,"2016_07_03",32.8286957
"695","301-400",1,"2016_07_19",31.015413
"696","301-400",1,"2016_07_27",33.0380608
"697","301-400",1,"2016_08_04",29.4277143
"698","301-400",1,"2016_08_12",30.5303696
"699","301-400",1,"2016_08_20",28.3554286
"700","301-400",1,"2016_08_28",31.6440217
"701","301-400",1,"2016_09_05",29.773913
"702","301-400",1,"2016_09_13",31.1292174
"703","301-400",1,"2016_09_21",29.0552609
"704","301-400",1,"2016_09_29",28.9149783
"705","301-400",1,"2016_10_07",30.8450435
"706","301-400",1,"2016_10_15",30.2138913
"707","301-400",1,"2016_10_23",29.5340652
"708","301-400",1,"2016_10_31",27.9637609
"709","301-400",1,"2016_11_08",27.0103261
"710","301-400",1,"2016_11_16",26.055587
"711","301-400",1,"2016_11_24",25.9244783
"712","301-400",1,"2016_12_02",22.9962826
"713","301-400",1,"2016_12_10",20.7270217
"714","301-400",1,"2016_12_18",21.893587
"715","301-400",1,"2016_12_26",19.0306957
"716","301-400",1,"2017_01_01",20.9162826
"717","301-400",1,"2017_01_09",15.972
"718","301-400",1,"2017_01_17",14.437413
"719","301-400",1,"2017_01_25",17.9812826
"720","301-400",1,"2017_02_02",16.7093478
"721","301-400",1,"2017_02_10",22.4905217
"722","301-400",1,"2017_02_18",25.1912391
"723","301-400",1,"2017_02_26",26.5220435
"724","301-400",1,"2017_03_06",23.7684565
"725","301-400",1,"2017_03_14",26.4903478
"726","301-400",1,"2017_03_22",33.5911522
"727","301-400",1,"2017_03_30",38.5332826
"728","301-400",1,"2017_04_07",33.861
"729","301-400",1,"2017_04_15",35.398413
"730","301-400",1,"2017_04_23",36.3588913
"731","301-400",1,"2017_05_01",38.2297826
"732","301-400",1,"2017_05_09",37.4688478
"733","301-400",1,"2017_05_17",39.1682826
"734","301-400",1,"2017_05_25",40.8389565
"735","301-400",1,"2017_06_02",40.0319565
"736","301-400",1,"2017_06_10",37.6795652
"737","301-400",1,"2017_06_18",35.9522391
"738","301-400",1,"2017_06_26",35.2452941
"739","301-400",1,"2017_07_04",33.9897826
"740","301-400",1,"2017_07_12",31.6531319
"741","301-400",1,"2017_07_20",31.464433
"742","301-400",1,"2017_08_05",NA
"743","301-400",1,"2017_08_13",29.342
"744","301-400",1,"2017_08_21",29.7537174
"745","301-400",1,"2017_08_29",29.5254565
"746","301-400",1,"2017_09_06",29.6406304
"747","301-400",1,"2017_09_14",30.8878478
"748","301-400",1,"2017_09_22",29.3122174
"749","301-400",1,"2017_09_30",30.6265217
"750","301-400",1,"2017_10_08",30.2621957
"751","301-400",1,"2017_10_16",30.8614348
"752","301-400",1,"2017_10_24",27.2318696
"753","301-400",1,"2017_11_01",25.8005
"754","301-400",1,"2017_11_09",23.599913
"755","301-400",1,"2017_11_17",22.2432826
"756","301-400",1,"2017_11_25",22.2333696
"757","301-400",1,"2017_12_03",22.7484348
"758","301-400",1,"2017_12_11",18.8697391
"759","301-400",1,"2017_12_19",19.6355
"760","301-400",1,"2017_12_27",19.6439348
"761","301-400",1,"2018_01_01",16.5173913
"762","301-400",1,"2018_01_09",19.0677826
"763","301-400",1,"2018_01_17",20.2892826
"764","301-400",1,"2018_01_25",19.5085
"765","301-400",1,"2018_02_02",20.9657174
"766","301-400",1,"2018_02_10",20.4526957
"767","301-400",1,"2018_02_18",21.8369783
"768","301-400",1,"2018_02_26",25.1727609
"769","301-400",1,"2018_03_06",30.3607391
"770","301-400",1,"2018_03_14",31.680587
"771","301-400",1,"2018_03_22",33.6101522
"772","301-400",1,"2018_03_30",32.2375435
"773","301-400",1,"2018_04_07",33.8276304
"774","301-400",1,"2018_04_15",36.4358913
"775","301-400",1,"2018_04_23",37.1804783
"776","301-400",1,"2018_05_01",35.261413
"777","301-400",1,"2018_05_09",37.9866522
"778","301-400",1,"2018_05_17",42.084
"779","301-400",1,"2018_05_25",42.3149565
"780","301-400",1,"2018_06_02",35.6523913
"781","301-400",1,"2018_06_10",39.2874783
"782","301-400",1,"2018_06_18",36.5822826
"783","301-400",1,"2018_07_04",32.751587
"784","301-400",1,"2018_07_28",28.345
"785","301-400",1,"2018_08_13",31.2707722
"786","301-400",1,"2018_08_21",28.1552609
"787","301-400",1,"2018_08_29",NA
"788","301-400",1,"2018_09_06",26.8569565
"789","301-400",1,"2018_09_14",29.3606087
"790","301-400",1,"2018_09_22",28.0380217
"791","301-400",1,"2018_09_30",28.2728261
"792","301-400",1,"2018_10_08",27.6331304
"793","301-400",1,"2018_10_16",27.3673913
"794","301-400",1,"2018_10_24",26.6783913
"795","301-400",1,"2018_11_01",24.8778043
"796","301-400",1,"2018_11_09",23.7626304
"797","301-400",1,"2018_11_17",23.1003478
"798","301-400",1,"2018_11_25",22.3928696
"799","301-400",1,"2018_12_03",19.5812174
"800","301-400",1,"2018_12_11",18.7769783
"801","301-400",1,"2018_12_19",18.0700217
"802","301-400",1,"2018_12_27",17.1737391
"803","301-400",1,"2019_01_01",18.6059565
"804","301-400",1,"2019_01_09",18.9355435
"805","301-400",1,"2019_01_17",18.2598478
"806","301-400",1,"2019_01_25",17.5639348
"807","301-400",1,"2019_02_02",18.5992826
"808","301-400",1,"2019_02_10",19.4074565
"809","301-400",1,"2019_02_18",21.0772391
"810","301-400",1,"2019_02_26",20.5391957
"811","301-400",1,"2019_03_06",25.5375217
"812","301-400",1,"2019_03_14",26.539413
"813","301-400",1,"2019_03_22",28.2903696
"814","301-400",1,"2019_03_30",32.7633043
"815","301-400",1,"2019_04_07",30.8298913
"816","301-400",1,"2019_04_15",32.8910652
"817","301-400",1,"2019_04_23",35.6652609
"818","301-400",1,"2019_05_01",40.9328261
"819","301-400",1,"2019_05_09",36.3112609
"820","301-400",1,"2019_05_17",40.7018261
"821","301-400",1,"2019_05_25",42.5626739
"822","301-400",1,"2019_06_02",40.601413
"823","301-400",1,"2019_06_10",40.2045435
"824","301-400",1,"2019_06_18",38.4376087
"825","301-400",1,"2019_06_26",37.5443478
"826","301-400",1,"2019_07_04",33.5470196
"827","301-400",1,"2019_07_20",32.8035217
"828","301-400",1,"2019_07_28",27.9065079
"829","301-400",1,"2019_08_13",29.7174783
"830","301-400",1,"2019_08_21",30.1191957
"831","301-400",1,"2019_08_29",27.360587
"832","301-400",1,"2019_09_06",29.7971087
"833","301-400",1,"2019_09_14",29.3688261
"834","301-400",1,"2019_09_22",29.621913
"835","301-400",1,"2019_09_30",25.8608696
"836","301-400",1,"2019_10_08",27.9371739
"837","301-400",1,"2019_10_16",28.3208043
"838","301-400",1,"2019_10_24",25.9528913
"839","301-400",1,"2019_11_01",26.9877826
"840","301-400",1,"2019_11_09",25.3327609
"841","301-400",1,"2019_11_17",23.0275652
"842","301-400",1,"2019_11_25",21.5024783
"843","301-400",1,"2019_12_03",20.1637174
"844","301-400",1,"2019_12_11",17.0750435
"845","301-400",1,"2019_12_19",14.6186739
"846","301-400",1,"2019_12_27",10.6330841
"847","301-400",1,"2020_01_01",18.1115
"848","301-400",1,"2020_01_09",14.8562174
"849","301-400",1,"2020_01_17",17.1611087
"850","301-400",1,"2020_01_25",17.3604348
"851","301-400",1,"2020_02_02",18.2246957
"852","301-400",1,"2020_02_10",21.6662609
"853","301-400",1,"2020_02_18",22.9251304
"854","301-400",1,"2020_02_26",23.8698696
"855","301-400",1,"2020_03_05",23.8351304
"856","301-400",1,"2020_03_13",23.2300217
"857","301-400",1,"2020_03_21",28.5574783
"858","301-400",1,"2020_03_29",29.4137826
"859","301-400",1,"2020_04_06",31.630587
"860","301-400",1,"2020_04_14",31.1686522
"861","301-400",1,"2020_04_22",34.104913
"862","301-400",1,"2020_04_30",33.1265652
"863","301-400",1,"2020_05_08",35.9220652
"864","301-400",1,"2020_05_16",40.4078043
"865","301-400",1,"2020_05_24",41.1462391
"866","301-400",1,"2020_06_01",31.2418478
"867","301-400",1,"2020_06_09",37.0688913
"868","301-400",1,"2020_06_17",33.4634783
"869","301-400",1,"2020_06_25",36.4254348
"870","301-400",1,"2020_07_03",31.5351087
"871","301-400",1,"2020_07_11",31.2897391
"872","301-400",1,"2020_07_19",30.6595695
"873","301-400",1,"2020_07_27",30.9764184
"874","301-400",1,"2020_08_04",34.07
"875","301-400",1,"2020_08_12",27.8937535
"876","301-400",1,"2020_08_20",28.0226174
"877","301-400",1,"2020_08_28",29.1425
"878","301-400",1,"2020_09_05",30.273087
"879","301-400",1,"2020_09_13",31.6906739
"880","301-400",1,"2020_09_21",30.0308696
"881","301-400",1,"2020_09_29",32.8110652
"882","301-400",1,"2020_10_07",31.8703696
"883","301-400",1,"2020_10_15",30.6101304
"884","301-400",1,"2020_10_23",29.4165217
"885","301-400",1,"2020_10_31",27.478913
"886","301-400",1,"2020_11_08",26.1621522
"887","301-400",1,"2020_11_16",21.3918261
"888","301-400",1,"2020_11_24",22.1628478
"889","301-400",1,"2020_12_02",22.9438913
"890","301-400",1,"2020_12_10",20.8435217
"891","301-400",1,"2020_12_18",18.2464348
"892","301-400",1,"2020_12_26",15.6052391
"893","401-500",2,"2001_01_01",15.1077854
"894","401-500",2,"2001_01_09",13.7199771
"895","401-500",2,"2001_01_17",19.5587304
"896","401-500",2,"2001_01_25",23.0281511
"897","401-500",2,"2001_02_02",22.5443406
"898","401-500",2,"2001_02_10",22.9470347
"899","401-500",2,"2001_02_18",23.8926836
"900","401-500",2,"2001_02_26",26.8302782
"901","401-500",2,"2001_03_06",27.3704578
"902","401-500",2,"2001_03_14",31.6007695
"903","401-500",2,"2001_03_22",32.5819282
"904","401-500",2,"2001_03_30",31.9452668
"905","401-500",2,"2001_04_07",37.4909967
"906","401-500",2,"2001_04_15",35.0669396
"907","401-500",2,"2001_04_23",41.384492
"908","401-500",2,"2001_05_01",38.1168568
"909","401-500",2,"2001_05_09",38.3102043
"910","401-500",2,"2001_05_17",36.6765892
"911","401-500",2,"2001_05_25",34.5015408
"912","401-500",2,"2001_06_02",31.1112185
"913","401-500",2,"2001_06_10",35.932106
"914","401-500",2,"2001_07_04",29.8424874
"915","401-500",2,"2001_07_12",19.4227931
"916","401-500",2,"2001_07_28",29.0926906
"917","401-500",2,"2001_08_05",30.2416267
"918","401-500",2,"2001_08_13",27.786436
"919","401-500",2,"2001_08_21",27.7176704
"920","401-500",2,"2001_08_29",28.5565117
"921","401-500",2,"2001_09_06",28.2262282
"922","401-500",2,"2001_09_14",29.3195158
"923","401-500",2,"2001_09_22",30.7757334
"924","401-500",2,"2001_09_30",29.3143353
"925","401-500",2,"2001_10_08",29.203284
"926","401-500",2,"2001_10_16",28.3017345
"927","401-500",2,"2001_10_24",27.0335358
"928","401-500",2,"2001_11_01",26.5120497
"929","401-500",2,"2001_11_09",26.5832347
"930","401-500",2,"2001_11_17",24.9921518
"931","401-500",2,"2001_11_25",24.0936661
"932","401-500",2,"2001_12_03",22.1299049
"933","401-500",2,"2001_12_11",20.0810548
"934","401-500",2,"2001_12_19",20.1878588
"935","401-500",2,"2001_12_27",14.8872395
"936","401-500",2,"2002_01_01",18.5466825
"937","401-500",2,"2002_01_09",20.5488061
"938","401-500",2,"2002_01_17",18.5937647
"939","401-500",2,"2002_01_25",18.5618401
"940","401-500",2,"2002_02_02",20.6424142
"941","401-500",2,"2002_02_10",19.3254781
"942","401-500",2,"2002_02_18",23.7158109
"943","401-500",2,"2002_02_26",21.9119123
"944","401-500",2,"2002_03_06",25.4046082
"945","401-500",2,"2002_03_14",29.8756348
"946","401-500",2,"2002_03_22",36.0831643
"947","401-500",2,"2002_03_30",30.6619704
"948","401-500",2,"2002_04_07",34.7770752
"949","401-500",2,"2002_04_15",38.676156
"950","401-500",2,"2002_04_23",31.4168287
"951","401-500",2,"2002_05_01",36.5759764
"952","401-500",2,"2002_05_09",39.6711798
"953","401-500",2,"2002_05_17",39.8463585
"954","401-500",2,"2002_05_25",35.0578324
"955","401-500",2,"2002_06_02",35.6928561
"956","401-500",2,"2002_06_10",34.1338563
"957","401-500",2,"2002_06_18",34.5370365
"958","401-500",2,"2002_06_26",33.5648089
"959","401-500",2,"2002_07_04",29.4666579
"960","401-500",2,"2002_07_12",31.7325497
"961","401-500",2,"2002_07_20",30.8300106
"962","401-500",2,"2002_07_28",30.1716764
"963","401-500",2,"2002_08_05",33.1478641
"964","401-500",2,"2002_08_13",26.8618507
"965","401-500",2,"2002_08_21",24.91
"966","401-500",2,"2002_08_29",27.7085913
"967","401-500",2,"2002_09_06",26.953881
"968","401-500",2,"2002_09_14",27.212761
"969","401-500",2,"2002_09_22",27.4208223
"970","401-500",2,"2002_09_30",30.1690914
"971","401-500",2,"2002_10_08",27.5017943
"972","401-500",2,"2002_10_16",26.6084117
"973","401-500",2,"2002_10_24",26.5133703
"974","401-500",2,"2002_11_01",25.7157088
"975","401-500",2,"2002_11_09",23.5583536
"976","401-500",2,"2002_11_17",24.6259746
"977","401-500",2,"2002_11_25",23.6609773
"978","401-500",2,"2002_12_03",22.1396461
"979","401-500",2,"2002_12_11",20.8345924
"980","401-500",2,"2002_12_19",21.4557228
"981","401-500",2,"2002_12_27",18.4648054
"982","401-500",2,"2003_01_01",14.6900563
"983","401-500",2,"2003_01_09",11.9772795
"984","401-500",2,"2003_01_17",15.0444885
"985","401-500",2,"2003_01_25",19.6975682
"986","401-500",2,"2003_02_02",18.8355573
"987","401-500",2,"2003_02_10",20.2911129
"988","401-500",2,"2003_02_18",21.9298345
"989","401-500",2,"2003_02_26",24.2171351
"990","401-500",2,"2003_03_06",23.2922469
"991","401-500",2,"2003_03_14",28.5039989
"992","401-500",2,"2003_03_22",27.2726448
"993","401-500",2,"2003_03_30",31.269035
"994","401-500",2,"2003_04_07",35.0686124
"995","401-500",2,"2003_04_15",34.7653971
"996","401-500",2,"2003_04_23",36.3959165
"997","401-500",2,"2003_05_01",34.9416887
"998","401-500",2,"2003_05_09",37.5738105
"999","401-500",2,"2003_05_17",42.3765328
"1000","401-500",2,"2003_05_25",41.5943494
"1001","401-500",2,"2003_06_02",40.832835
"1002","401-500",2,"2003_06_10",36.5455732
"1003","401-500",2,"2003_06_18",33.3084082
"1004","401-500",2,"2003_06_26",30.075339
"1005","401-500",2,"2003_07_04",32.8094333
"1006","401-500",2,"2003_07_12",28.9004082
"1007","401-500",2,"2003_07_20",29.8148072
"1008","401-500",2,"2003_07_28",25.49
"1009","401-500",2,"2003_08_05",29.8718637
"1010","401-500",2,"2003_08_21",27.5175926
"1011","401-500",2,"2003_09_06",28.9271403
"1012","401-500",2,"2003_09_14",27.315481
"1013","401-500",2,"2003_09_22",27.6768498
"1014","401-500",2,"2003_09_30",28.8942191
"1015","401-500",2,"2003_10_08",29.4670065
"1016","401-500",2,"2003_10_16",28.462879
"1017","401-500",2,"2003_10_24",26.9494682
"1018","401-500",2,"2003_11_01",26.7993855
"1019","401-500",2,"2003_11_09",24.8244673
"1020","401-500",2,"2003_11_17",22.5471051
"1021","401-500",2,"2003_11_25",22.0015337
"1022","401-500",2,"2003_12_03",22.2499331
"1023","401-500",2,"2003_12_11",21.833888
"1024","401-500",2,"2003_12_19",13.1750538
"1025","401-500",2,"2003_12_27",13.19638
"1026","401-500",2,"2004_01_01",17.8259958
"1027","401-500",2,"2004_01_09",18.8849287
"1028","401-500",2,"2004_01_17",16.5408505
"1029","401-500",2,"2004_01_25",16.7293168
"1030","401-500",2,"2004_02_02",18.2830093
"1031","401-500",2,"2004_02_10",22.1391882
"1032","401-500",2,"2004_02_18",25.3086195
"1033","401-500",2,"2004_02_26",27.4673622
"1034","401-500",2,"2004_03_05",28.213402
"1035","401-500",2,"2004_03_13",31.6677496
"1036","401-500",2,"2004_03_21",31.7674643
"1037","401-500",2,"2004_03_29",34.6032101
"1038","401-500",2,"2004_04_06",33.9153918
"1039","401-500",2,"2004_04_14",35.0512397
"1040","401-500",2,"2004_04_22",35.8236926
"1041","401-500",2,"2004_04_30",35.5528068
"1042","401-500",2,"2004_05_08",41.5227452
"1043","401-500",2,"2004_05_16",41.1251153
"1044","401-500",2,"2004_05_24",36.4765821
"1045","401-500",2,"2004_06_01",37.4570998
"1046","401-500",2,"2004_06_09",33.5248512
"1047","401-500",2,"2004_06_17",34.5910706
"1048","401-500",2,"2004_06_25",35.1990544
"1049","401-500",2,"2004_07_03",29.3459852
"1050","401-500",2,"2004_07_11",29.892511
"1051","401-500",2,"2004_07_19",32.336959
"1052","401-500",2,"2004_08_04",30.9175644
"1053","401-500",2,"2004_08_12",27.4451409
"1054","401-500",2,"2004_08_20",26.8022733
"1055","401-500",2,"2004_08_28",29.5551488
"1056","401-500",2,"2004_09_05",29.5667001
"1057","401-500",2,"2004_09_13",27.5136943
"1058","401-500",2,"2004_09_21",29.164249
"1059","401-500",2,"2004_09_29",28.9176774
"1060","401-500",2,"2004_10_07",25.1890879
"1061","401-500",2,"2004_10_15",25.3731132
"1062","401-500",2,"2004_10_23",24.9233756
"1063","401-500",2,"2004_10_31",24.7382374
"1064","401-500",2,"2004_11_08",24.0871967
"1065","401-500",2,"2004_11_16",22.9056718
"1066","401-500",2,"2004_11_24",21.1875876
"1067","401-500",2,"2004_12_02",21.148299
"1068","401-500",2,"2004_12_10",21.2091266
"1069","401-500",2,"2004_12_18",18.9435094
"1070","401-500",2,"2004_12_26",15.6927998
"1071","401-500",2,"2005_01_01",17.3693802
"1072","401-500",2,"2005_01_09",18.3294224
"1073","401-500",2,"2005_01_17",15.4020796
"1074","401-500",2,"2005_01_25",15.3619986
"1075","401-500",2,"2005_02_02",17.5430903
"1076","401-500",2,"2005_02_10",20.6598644
"1077","401-500",2,"2005_02_18",19.3585085
"1078","401-500",2,"2005_02_26",24.1189311
"1079","401-500",2,"2005_03_06",26.1699296
"1080","401-500",2,"2005_03_14",27.368144
"1081","401-500",2,"2005_03_22",27.7854323
"1082","401-500",2,"2005_03_30",33.8277461
